Descriptions:
O,A,overhead,.X..XXX.X
O,F,overhead,.XX.XXX..
O,S,overhead,XX.XX....
O,W,overhead,X..XX..XX
O,T,overhead,..XXXX..X
O,X,overhead,X.X.X.X.X
O,K,overhead,..XXXX...
O,P,overhead,XX.XX.X..
O,B,overhead,.XXXX....
O,+,overhead,.X.XXX.X.
O,H,overhead,X.XXXXX.X
O,C,overhead,.XX.X..XX
O,I,overhead,.X..X..X.
O,L,overhead,.X..XX...
P,J,overhead,..↑..↗.↙↓
P,O,overhead,←-→←-→...
P,E,overhead,...-→↙.↖.
P,N,overhead,..↗←-→↙..
P,C,overhead,↖-→.\|..↓
P,R,overhead,.↖...↘←-→
P,G,overhead,→↑↙↙|.↑↘.
#←↑→↓↔↕↖↗↘↙⇷⇸
Solutions:
# Phase,group,setup,solution 1, solution 2,...
F,Dd,F' U' F U2 F' U2 F U' R U R',R U' R' d R' U2 R U2' R' U R,(y') R' U R d' R U2' R' U2 R U' R',(y2) L U' L' d L' U2' L U2' L' U L,(y) L' U L d' L U2' L' U2' L U' L'
F,Dd,F' U' F U R U R' U',U R U' R' d' L' U L,(y') R' U R U R' U R U' R' U' R,(y2) U L U' L' d' R' U R,(y) d R U' R' d' L' U L
F,Dd,R U R' U' F' U' F U,R U' R' U' R U' R' U R U R',d' L' U L d R U' R',(y') U' R' U R d' L U' L',(y) U' L' U L d R U' R'
F,Fd,R U' R' U R U2 R' U R U' R',R U R' U' R U2 R' U' R U R',R U' R' U' R U R' U2 R U' R',(y2) L U L' U' L U2' L' U' L U L'
F,Fd,R U' R' F' L' U2 L F,R U' R' d R' U' R U' R' U' R,(y') R' U R U2 (y) R U R' U R U' R',(y2) L U' L' U' L U' L' d L' U' L,(y) L' U L U2' (y') R U R' U R U' R'
F,Fd,F' U F U' F' U F,(y') R' U' R U R' U' R,(y) L' U' L U L' U' L
F,Fd,R U R' U' R U R',R U' R' U R U' R',(y2) L U' L' U L U' L'
F,Rd,R2 U2 R' U' R U' R' U2 R',R U2' R U R' U R U2' R2',R U' R' U R U2' R' U R U' R',R U2' R U R' U R U2' R2',(y') R' U' R U R' U2 R U R' U' R,(y2) L U2' L U L' U L U2' L2
F,Rd,F' L' U2 L F R U R',R U' R' U2 (y') R' U' R U' R' U R,(y2) L U' L' U2 (y) R' U' R U' R' U R
F,Rd,F' U' F U F' U' F,R U R' U' (x) U R' U' l,(y') R' U R U' R' U R,(y) L' U L U' L' U L
F,Rd,R U' R' U R U' R',R U R' U' R U R',(y2) L U L' U' L U L'
F,U,R U' R' U R U' R' U R U' R',R U R' U' R U R' U' R U R',(y') R' U' R U R' U' R U R' U' R,(y2) L U L' U' L U L' U' L U L',(y) L' U' L U L' U' L U L' U' L
F,U,R B' R B R' U R',R U' l U' R' U l',(y') R' U l' U R U' l,(y2) L U' r U' L' U r',(y) L' U r' U L U' r
F,U,F' U F U' F' U2 F,(y') R' U2 R U R' U' R,(y) L' U2' L U L' U' L
F,U,R2 U R' U R U2 R2 U2,U2 R2' U2 R' U' R U' R2',(y2) U2 L2 U2 L' U' L U' L2
F,U,F' U' F U F' U2' F U,d' L' U2' L U' L' U L,(y') U' R' U2 R U' R' U R,(y2) d' R' U2 R U' R' U R,(y) U' L' U2' L U' L' U L
F,U,R U R' U' R U' R' U2,U2 R U R' U R U' R',R U' R' U2 R U R',(y2) U2 L U L' U L U' L',(y2) L U' L' U2 L U L'
